# [reference standard]
# imdb2009
# reeves wachowski
# "Kid's Story" writer
([39702578, 8287063, 44240541, 20085607, 39916397], [(8287063, 39702578), (8287063, 44240541), (20085607, 44240541), (20085607, 39916397)])
([39702578, 8287063, 44240541, 16451309, 39917246], [(8287063, 39702578), (8287063, 44240541), (16451309, 44240541), (16451309, 39917246)])
([39702578, 8287063, 44240541, 17971031, 39917246], [(8287063, 39702578), (8287063, 44240541), (17971031, 44240541), (17971031, 39917246)])
([39702578, 8287063, 44240541, 17971032, 39917246], [(8287063, 39702578), (8287063, 44240541), (17971032, 44240541), (17971032, 39917246)])
([39702578, 8287063, 44240541, 20085615, 39917246], [(8287063, 39702578), (8287063, 44240541), (20085615, 44240541), (20085615, 39917246)])
# "The Matrix Revolutions" producer, director, writer
# CHANGE: The standard is wrong
# The tuple of the title The Matrix Revolutions is 44313051 and not 44240541
# Also the tuple of casting that connects Reeves, Keanu to The Matrix Revolutions is 8287066 and not 8287013
# ([39702578, 8287013, 44240541, 16451301, 39916397], [(8287013, 39702578), (8287013, 44240541), (16451301, 44240541), (16451301, 39916397)])
# ([39702578, 8287013, 44240541, 17971014, 39916397], [(8287013, 39702578), (8287013, 44240541), (17971014, 44240541), (17971014, 39916397)])
# ([39702578, 8287013, 44240541, 17971015, 39916397], [(8287013, 39702578), (8287013, 44240541), (17971015, 44240541), (17971015, 39916397)])
# ([39702578, 8287013, 44240541, 20085608, 39916397], [(8287013, 39702578), (8287013, 44240541), (20085608, 44240541), (20085608, 39916397)])
([39702578, 8287066, 44313051, 16451301, 39916397], [(8287066, 39702578), (8287066, 44313051), (16451301, 44313051), (16451301, 39916397)])
([39702578, 8287066, 44313051, 17971014, 39916397], [(8287066, 39702578), (8287066, 44313051), (17971014, 44313051), (17971014, 39916397)])
([39702578, 8287066, 44313051, 17971015, 39916397], [(8287066, 39702578), (8287066, 44313051), (17971015, 44313051), (17971015, 39916397)])
([39702578, 8287066, 44313051, 20085608, 39916397], [(8287066, 39702578), (8287066, 44313051), (20085608, 44313051), (20085608, 39916397)])
#The casting tuple that connects Wachowski with The Matrix Revolutions is 16451311 not 16451301
# ([39702578, 8287066, 44313051, 16451301, 39917246], [(8287066, 39702578), (8287066, 44313051), (16451301, 44313051), (16451301, 39917246)])
([39702578, 8287066, 44313051, 16451311, 39917246], [(8287066, 39702578), (8287066, 44313051), (16451311, 44313051), (16451311, 39917246)])
# ([39702578, 8287013, 44240541, 17971033, 39917246], [(8287013, 39702578), (8287013, 44240541), (17971033, 44240541), (17971033, 39917246)])
# ([39702578, 8287013, 44240541, 17971034, 39917246], [(8287013, 39702578), (8287013, 44240541), (17971034, 44240541), (17971034, 39917246)])
# ([39702578, 8287013, 44240541, 20085616, 39917246], [(8287013, 39702578), (8287013, 44240541), (20085616, 44240541), (20085616, 39917246)])
([39702578, 8287066, 44313051, 17971033, 39917246], [(8287066, 39702578), (8287066, 44313051), (17971033, 44313051), (17971033, 39917246)])
([39702578, 8287066, 44313051, 17971034, 39917246], [(8287066, 39702578), (8287066, 44313051), (17971034, 44313051), (17971034, 39917246)])
([39702578, 8287066, 44313051, 20085616, 39917246], [(8287066, 39702578), (8287066, 44313051), (20085616, 44313051), (20085616, 39917246)])
# Hard Ball
# CHANGE: The result must contain the tuple that actor Reeves, Keanu and actor Wachowski, Joe act in the title Hard Ball
([39702578, 8287003, 43943043, 9803087, 39915717], [(8287003, 39702578), (8287003, 43943043), (9803087, 43943043), (9803087, 39915717)])
